t [s],Step_Time(s),I [A],V [V]
23940.34907,158.5612642,0.966240466,2.989222288
23941.34914,159.5613316,1.551452398,2.886426926
23942.35906,160.5712501,0.724793136,3.029848099
23943.35909,161.5712839,1.604505897,2.876578331
23944.35909,162.5712862,0.756372571,3.022769451
23945.3591,163.5712978,0.763049364,3.022769451
23946.35911,164.5713074,0.769004345,3.022461653
23947.35914,165.5713301,-0.093745708,3.174192429
23948.35914,166.5713321,-0.273838699,3.208662748
23949.35915,167.5713482,0.256334841,3.117870569
23950.36912,168.5813106,0.160152912,3.135721207
23951.36914,169.5813395,-0.008210564,3.165882826
23952.37916,170.5913538,0.614535809,3.057855129
23953.37918,171.5913727,-0.125325143,3.187426567
23954.37933,172.5915236,0.787049711,3.028924704
23955.38925,173.6014451,0.057113744,3.156033993
23956.38937,174.6015676,0.32653141,3.109868526
23957.39922,175.611411,0.143009797,3.142184496
23958.39922,176.6114171,0.594505429,3.06401062
23959.39925,177.6114422,0.597934067,3.062164068
23960.40923,178.6214242,0.234860823,3.12618041
23961.41049,179.6226891,0.142648891,3.143107653
23962.41052,180.6227122,0.319854617,3.112638474
23963.4205,181.6326958,0.318410993,3.113253832
23964.42053,182.6327273,-0.181626752,3.201584101
23965.43053,183.6427201,-0.043038163,3.178809166
23966.43053,184.6427251,0.736161768,3.04246664
23967.43055,185.6427467,-0.524669588,3.262830496
23968.43063,186.6428244,2.567588329,2.722385168
23969.44057,187.6527599,1.29123795,2.93936348
23970.44058,188.6527795,1.60468626,2.883041382
23971.45058,189.6627707,1.363599896,2.923051596
23972.45059,190.6627808,0.533692479,3.067703962
23973.45059,191.6627885,1.691845536,2.865190744
23974.46073,192.6729217,0.946931899,2.993223429
23975.4706,193.6827937,1.557587862,2.886119127
23976.4806,194.6927961,0.886660278,3.00184083
23977.48062,195.692813,0.997098088,2.983067036
23978.48063,196.692823,1.112047195,2.962446213
23979.48065,197.6928407,0.515105724,3.066780567
23980.49064,198.7028366,0.718116343,3.032002449
23981.49064,199.7028381,0.014526626,3.156033993
23982.50066,200.7128525,0.813215554,3.017229557
23983.50067,201.7128636,1.128648996,2.961215258
23984.50069,202.7128798,0.119370334,3.137567759
23985.50072,203.7129191,0.61994946,3.05108428
23986.51069,204.7228799,0.724251807,3.032618046
23987.52069,205.7328834,1.667484283,2.866421938
23988.5207,206.7328958,0.336817265,3.098173141
23989.52071,207.7329031,0.747710764,3.027078152
23990.52072,208.7329162,0.752402604,3.026154757
23991.52198,209.7341773,0.756372571,3.0252316
23992.52199,210.7341831,0.972195446,2.987375736
23993.53199,211.7441855,0.982300818,2.984605789
23994.53201,212.7442047,1.315057874,2.925513744
23995.53201,213.7442078,0.579708219,3.053546429
23996.53203,214.7442224,1.010451674,2.978450298
23997.54206,215.7542568,-0.57736212,3.257906199
23998.55203,216.764228,0.028421575,3.155418634
23999.55208,217.7642715,0.845155895,3.01230526
24000.56204,218.7742393,0.747710764,3.028001547
24001.56205,219.7742458,0.130558476,3.136336803
24002.5622,220.7743929,1.16131115,2.95629096
24003.57207,221.7842617,0.443285078,3.080938101
24004.57208,222.784274,0.235041276,3.118178368
24005.5721,223.7842944,0.852013111,3.010150671
24006.57211,224.7843033,-0.088332094,3.175423622
24007.58211,225.7943022,1.153371096,2.958445311
24008.58215,226.7943419,0.438051909,3.082476854
24009.59212,227.804315,0.643949807,3.046775579
24010.59215,228.80434,0.33537364,3.101250887
24011.59215,229.8043416,0.745725811,3.029232502
24012.60215,230.8143428,-0.056391753,3.170499325
24013.60216,231.8143586,0.632039845,3.050776482
24014.60218,232.8143713,1.048346996,2.976911545
24015.61218,233.8243703,0.644310713,3.046467781
24016.61219,234.8243814,0.854719937,3.009227514
24017.61219,235.8243876,1.072347283,2.970756054
24018.62231,236.834507,0.873487175,3.004610777
24019.6322,237.8443939,-0.185416281,3.191119909
24020.63221,238.8444036,0.749695778,3.028001547
24021.63222,239.8444166,-0.185416281,3.192966461
24022.64222,240.8544187,1.144709349,2.959984064
24023.64223,241.8544264,-0.024270961,3.164651632
24024.64224,242.8544391,1.144709349,2.959984064
24025.64226,243.8544548,0.330501378,3.101558685
24026.64227,244.8544652,0.022647051,3.156957388
24027.65227,245.8644661,0.626084864,3.051699877
24028.6624,246.8745952,0.423254699,3.087093353
24029.67228,247.8844782,0.83126092,3.014767408
24030.67229,248.8844871,0.632039845,3.049545288
24031.6723,249.8844948,0.428126931,3.0855546
24032.67232,250.8845156,-0.089775726,3.177270174
24033.68231,251.8945087,0.514925241,3.072012663
24034.68233,252.8945268,0.922931492,2.999378681
24035.68234,253.8945372,0.420547873,3.087093353
24036.68235,254.8945426,-0.026977768,3.167113781
24037.69233,255.9045242,0.71143955,3.037542343
24038.69237,256.9045597,0.411886096,3.0898633
24039.70236,257.9145501,0.510955274,3.072012663
24040.70238,258.9145748,0.612731278,3.054162025
24041.70242,259.9146186,0.210860461,3.125257015
24042.71239,260.924581,0.912826121,3.00153327
24043.7124,261.9245972,0.819892347,3.016921759
24044.71242,262.9246118,0.015067988,3.15880394
24045.72241,263.9346092,0.511135757,3.072012663
24046.72243,264.9346215,0.612731278,3.054162025
24047.73256,265.9447587,0.011098002,3.16065073
24048.74261,266.9548088,1.420262456,2.912279606
24049.75239,267.9645837,0.520338893,3.068627119
24050.75244,268.9646388,0.015428896,3.15880394
24051.75245,269.9646449,1.020557046,2.982143641
24052.75247,270.9646611,0.115039445,3.140953302
24053.75248,271.9646723,0.211040914,3.125257015
24054.75248,272.9646773,0.307222843,3.108637333
24055.7525,273.9646973,0.404126585,3.091710091
24056.7525,274.9646984,0.804553747,3.020922661
24057.76248,275.9746727,0.507526636,3.072320461
24058.7625,276.9746939,0.507526636,3.072320461
24059.76254,277.9747336,0.407194287,3.090478897
24060.77253,278.9847252,0.910841107,3.00153327
24061.77255,279.9847471,0.311192811,3.106482983
24062.77256,280.9847544,0.50951165,3.072012663
24063.78253,281.9947218,0.71143955,3.03631115
24064.78272,282.9949181,0.81772691,3.01661396
24065.79267,284.0048609,0.416758358,3.086785555
24066.80257,285.0147674,1.652326107,2.868576288
24067.8026,286.0147967,1.16131115,2.952597618
24068.81259,287.0247887,1.072347283,2.967678308
24069.8126,288.0247956,1.417194724,2.909817457
24070.81383,289.0260206,1.41755569,2.904585361
24071.81384,290.0260379,1.559392333,2.884272575
24072.81387,291.0260641,0.818268239,3.001225471
24073.8139,292.0260949,0.931593299,2.988299131
24074.82392,293.0361165,1.495872617,2.891043425
24075.8339,294.0460947,0.625363052,3.03600359
24076.83391,295.0461093,0.625363052,3.039388895
24077.83412,296.0463187,0.972556353,2.976603746
24078.84392,297.0561148,0.979774475,2.976603746
24079.84393,298.0561271,3.324231386,2.574962854
24080.84394,299.056134,1.166183352,2.927360535
24081.84396,300.0561502,4.111371517,2.430618525
24082.84397,301.0561652,-0.620490611,3.221281528
24083.85398,302.066173,0.249116689,3.096942186
24084.85398,303.0661726,0.708732724,3.019076109
24085.85399,304.066183,0.475766778,3.058162928
24086.86398,305.076172,1.293222904,2.919358492
24087.86403,306.0762297,1.070542812,2.953828812
24088.87401,307.0862005,0.604791284,3.033849001
24089.87402,308.0862186,-0.105294757,3.158496141
24090.87403,309.0862271,0.236304462,3.104328632
24091.88404,310.0962299,0.345118165,3.086170197
24092.88405,311.096248,0.684551954,3.028001547
24093.89404,312.1062354,0.454112291,3.067088366
24094.89405,313.1062446,0.795892,3.008611917
24095.89421,314.1064055,0.682927847,3.027078152
24096.90407,315.1162617,0.913547933,2.987375736
24097.90408,316.1162759,1.740387678,2.843338966
24098.90412,317.1163175,1.29592967,2.914741755
24099.91409,318.1262822,1.913082004,2.807329893
24100.91411,319.1263079,2.199101448,2.753469944
24101.91412,320.1263141,1.87626946,2.805175543
24102.92413,321.1363204,2.80019331,2.643288136
24103.93405,322.1462469,2.232665777,2.73500371
24104.93411,323.146302,2.019549847,2.770397425
24105.93417,324.1463624,-0.164844543,3.148647547
24106.94416,325.1563552,-0.59685117,3.233284473
24107.94433,326.1565211,0.307222843,3.083400249
24108.95416,327.166358,1.781711578,2.827334881
24109.95417,328.1663684,2.32144928,2.727001667
24110.95418,329.1663792,1.345374107,2.891043425
24111.95421,330.1664026,2.262621164,2.732233763
24112.9642,331.1763897,1.394277096,2.878117085
24113.96422,332.1764128,1.407450199,2.877193689
24114.96422,333.1764174,0.898389816,2.965523958
24115.96438,334.1765771,1.420262456,2.876578331
24116.97423,335.1864209,0.908495188,2.964293003
24117.97427,336.1864656,-0.039789993,3.130489111
24118.97429,337.1864825,0.887562573,2.975064993
24119.98426,338.1964503,0.373268962,3.062779427
24120.98429,339.1964884,0.365148544,3.066780567
24121.98441,340.1966031,-0.166829541,3.16065073
24122.99429,341.2064877,-0.169536337,3.165575027
24123.99429,342.2064893,-0.590715706,3.241594315
24125.00429,343.2164874,-0.398893237,3.212356091
24126.00431,344.2165078,-0.432277203,3.22097373
24127.00432,345.2165144,-0.907051384,3.305918455
24128.01446,346.2266531,-0.217897981,3.190196514
24129.0243,347.2364984,0.912104309,2.993531227
24130.02434,348.2365338,-0.015789628,3.151109695
24131.03434,349.246532,0.368035793,3.086785555
24132.03435,350.2465451,0.900013864,2.993531227
24133.03436,351.2465532,0.475947231,3.064934015
24134.03438,352.2465713,1.66964972,2.857188702
24135.03439,353.2465801,0.928886473,2.980604649
24136.04437,354.256569,1.603964448,2.863036394
24137.04441,355.2566095,0.625182569,3.029232502
24138.0544,356.2665938,1.071084142,2.953521013
24139.05442,357.266613,0.080572754,3.124949217
24140.05442,358.2666157,0.513120711,3.052623034
24141.06442,359.2766177,0.510955274,3.052930832
24142.06448,360.2766728,-0.115400173,3.16280508
24143.0645,361.2766917,-0.048451781,3.154187441
24144.07448,362.286679,0.26571843,3.101250887
24145.08446,363.2966522,0.155280665,3.120640516
24146.08446,364.2966595,0.894961178,2.992607832
24147.0845,365.2966976,1.010632157,2.969832897
24148.08451,366.2967019,0.159250647,3.116331577
24149.09449,367.3066808,0.902179301,2.98891449
24150.10451,368.3167021,1.34609592,2.90920186
24151.10453,369.3167232,1.146694303,2.941210032
24152.11448,370.3266748,1.049610138,2.956906319
24153.1145,371.3266979,0.837757289,2.992607832
24154.11458,372.3267761,1.06567049,2.952905416
24155.12456,373.3367538,1.07631731,2.949519873
24156.13457,374.3467628,0.303974658,3.083400249
24157.14456,375.3567544,1.532685161,2.871038437
24158.14457,376.3567625,0.648100257,3.021846056
24159.1446,377.3567937,0.648100257,3.023077011
24160.15474,378.3669304,1.330215931,2.904585361
24161.16459,379.3767831,1.117821693,2.939055681
24162.16459,380.3767869,0.898750722,2.976603746
24163.1646,381.3767966,1.019113421,2.955367565
24164.16462,382.3768104,-0.000811954,3.133259058
24165.16462,383.3768131,1.011173487,2.959676266
24166.16463,384.3768212,0.331042767,3.077244759
24167.17463,385.3868294,-0.003699217,3.137875557
24168.17464,386.3868371,0.881246686,2.984913588
24169.17464,387.386839,0.885938466,2.982451439
24170.17466,388.3868521,0.098437689,3.119409323
24171.18473,389.3969246,0.315162808,3.084015608
24172.19467,390.4068684,1.32660687,2.90704751
24173.19468,391.4068777,0.432638288,3.060317278
24174.19475,392.4069427,0.42866832,3.062471867
24175.19475,393.4069443,1.103746295,2.944903374
24176.20486,394.4170533,1.000526667,2.960599661
24177.21473,395.4269202,0.66542381,3.018152714
24178.21477,396.426961,0.66542381,3.018460512
24179.2248,397.4369908,1.587362766,2.856880903
24180.23475,398.4469424,0.452668667,3.052315235
24181.23475,399.4469458,0.793004692,2.994762182
24182.24475,400.4569452,0.450683683,3.054469824
24183.24476,401.4569517,0.905968845,2.975680351
24184.24477,402.456964,1.027053356,2.953213215
24185.24478,403.4569717,0.80238831,2.991684437
24186.24479,404.4569798,0.114498079,3.112330675
24187.25479,405.4669891,1.140017509,2.934131384
24188.2548,406.4669957,1.269042134,2.90920186
24189.25481,407.4670003,0.931593299,2.966755152
24190.25483,408.467023,1.527452111,2.861497402
24191.26482,409.4770181,0.365870357,3.062471867
24192.26484,410.4770331,0.71143955,3.004303217
24193.26485,411.4770435,0.476669043,3.046159983
24194.26485,412.4770447,0.589994073,3.027078152
24195.26488,413.4770724,0.588009119,3.02738595
24196.26491,414.477107,1.527452111,2.862112999
24197.27487,415.4870655,0.954330504,2.959676266
24198.27489,416.4870852,1.198123693,2.916588545
24199.27491,417.4871006,-0.177476317,3.157265186
24200.28487,418.4970653,0.010376187,3.128642559
24201.28491,419.4971091,0.002977578,3.132027864
24202.28493,420.4971253,0.108904012,3.115408421
24203.29492,421.5071127,0.783801556,2.997839928
24204.29495,422.5071408,1.131897092,2.934439182
24205.29495,423.5071423,-0.036902733,3.138491154
24206.30498,424.5171786,1.587723613,2.855034351
24207.31496,425.5271545,-0.073534876,3.143107653
24208.31497,426.5271649,0.779109776,2.996301174
24209.315,427.5271934,-0.217176169,3.171114922
24210.32499,428.5371831,0.30704239,3.081861258
24211.325,429.5371973,-0.008932379,3.138183355
24212.325,430.5371988,0.734357178,3.008304119
24213.33501,431.5472051,0.514925241,3.045852184
24214.33504,432.5472355,0.074617773,3.123410463
24215.33516,433.5473595,0.176754668,3.106790781
24216.33517,434.5473633,0.824042797,2.993531227
24217.34505,435.5572448,0.718838155,3.010150671
24218.35504,436.5672365,0.611287653,3.028309107
24219.35507,437.5672669,0.174950138,3.104944229
24220.36505,438.5772489,0.385900736,3.069550514
24221.36519,439.5773863,-0.049173597,3.146493196
24222.3751,440.5872902,0.909397483,2.979065895
24223.38508,441.5972745,0.162137911,3.108945131
24224.38634,442.5985302,0.799140155,2.997839928
24225.38656,443.5987504,0.052963305,3.128334761
24226.39636,444.608553,0.79174155,2.999378681
24227.39649,445.6086855,-0.017594166,3.140953302
24228.40637,446.6185693,-0.883051038,3.29637742
24229.40638,447.6185728,0.50951165,3.054777384
24230.40639,448.6185808,-0.091219351,3.159727335
24231.4064,449.6185924,0.198950499,3.109560728
24232.40641,450.618607,0.789215207,3.005226374
24233.40643,451.6186232,0.198770046,3.107714176
24234.40644,452.618632,0.789034724,3.004303217
24235.40644,453.6186332,0.495255798,3.054469824
24236.4166,454.6287961,0.896043897,2.983682394
24237.42647,455.6386603,0.502113044,3.05108428
24238.42647,456.6386661,0.502293468,3.05108428
24239.43646,457.648657,0.502113044,3.05108428
24240.43649,458.6486843,0.905247033,2.979681492
24241.44648,459.6586763,0.108362652,3.119101524
24242.44649,460.6586813,0.905247033,2.97998929
24243.44649,461.6586825,0.915532887,2.97598815
24244.44652,462.6587125,0.112873994,3.116639376
24245.45654,463.6687307,0.915532887,2.976295948
24246.4567,464.6688931,0.113054454,3.116331577
24247.46654,465.6787366,0.915532887,2.97598815
24248.46658,466.6787781,0.516368926,3.044620991
24249.47651,467.6887086,0.925096989,2.972295046
24250.47656,468.6887582,0.117926709,3.113869429
24251.47661,469.6888017,0.113054454,3.116639376
24252.48657,470.6987625,-0.185777187,3.171114922
24253.48658,471.6987795,-0.336817086,3.200045347
24254.4967,472.7088981,-0.064692631,3.154495239
24255.5066,473.7187989,-0.444367617,3.222512484
24256.5166,474.7287948,-0.182889923,3.178809166
24257.5166,475.7287986,-0.319493532,3.204046249
24258.51661,476.7288094,-0.571407139,3.250211954
24259.51662,477.728819,-0.475044787,3.235746622
24260.52536,478.7375503,0.000812131,3.153264046
24261.52539,479.7375877,-0.19570215,3.188349962
24262.5254,480.7375969,-0.532790005,3.248672962
24263.52541,481.7376042,-0.645032346,3.270832539
24264.52543,482.7376265,-0.753485143,3.29206872
24265.52544,483.7376312,-0.403585047,3.232976675
24266.53565,484.7478445,-0.218619809,3.200968504
24267.54549,485.7576825,-0.523225963,3.25544405
24268.55556,486.7677527,-0.754748285,3.297608614
24269.55556,487.7677539,-0.392757803,3.23605442
24270.55557,488.7677623,-0.013804634,3.169883728
24271.55557,489.7677681,-0.218619809,3.205585241
24272.56551,490.7777047,-0.19245398,3.201584101
24273.56553,491.7777293,-0.115400173,3.188349962
24274.5755,492.7876963,-0.038526818,3.174808025
24275.57565,493.7878441,0.000451223,3.168037176
24276.58556,494.7977534,0.0000903,3.168037176
24277.58558,495.7977719,0.0000903,3.168037176
24278.59556,496.8077589,0.000451223,3.168037176
24279.60556,497.8177586,0.000451223,3.168037176
24280.60558,498.8177724,0.000451223,3.168037176
24281.61555,499.8277433,0.000451223,3.168037176
24282.61557,500.8277621,0.000270769,3.168652773
24283.6157,501.8278957,0.0017144,3.168344975
24284.62558,502.8377765,0.309568733,3.114177227
24285.63558,503.8477785,0.953608692,2.998455524
24286.6356,504.847792,1.425676107,2.911971807
24287.6356,505.8477931,1.805892348,2.840261221
24288.6356,506.8477981,1.82610321,2.831028223
24289.64561,507.8578055,1.269763947,2.925821543
24290.64577,508.8579641,0.350531787,3.086785555
24291.65565,509.8678399,-0.15347594,3.177885771
24292.65567,510.8678645,-0.219341621,3.191735506
24293.66564,511.8778377,-0.244424701,3.198198557
24294.66566,512.8778508,-0.441119462,3.234515667
24295.66568,513.8778712,-0.320576251,3.215126038
24296.67566,514.8878593,-0.146799147,3.186195612
24297.67567,515.8878693,0.098076776,3.143107653
24298.67568,516.887877,0.676972866,3.04031229
24299.67569,517.8878847,1.112949491,2.960907459
24300.6757,518.8878955,1.505256176,2.887965679
24301.67571,519.8879067,1.75879395,2.838414669
24302.67572,520.8879152,1.370998502,2.90273881
24303.67574,521.8879371,0.762868941,3.008611917
24304.68586,522.8980561,-0.00153377,3.144646645
24305.69574,523.9079327,-0.303974479,3.200968504
24306.69576,524.90795,-0.402863234,3.22097373
24307.69576,525.9079535,-0.36659199,3.216972589
24308.69576,526.9079565,-0.306681305,3.20804739
24309.69578,527.9079704,-0.166649073,3.18465662
24310.69578,528.9079789,-0.04321862,3.163728237
24311.69579,529.9079877,-0.038526818,3.163420677
24312.69583,530.9080212,-0.005503756,3.157880783
24313.69596,531.9081556,0.027699761,3.152340889
24314.70584,532.9180329,0.536218822,3.062471867
24315.71595,533.9281465,1.001789808,2.9781425
24316.72583,534.9380215,1.402036548,2.903969765
24317.72583,535.9380292,1.781892061,2.831951618
24318.72585,536.9380407,1.843968153,2.815947533
24319.72589,537.9380846,0.916796088,2.977219343
24320.73587,538.9480628,0.258319825,3.093864441
24321.73602,539.9482141,-0.085805736,3.156957388
24322.73602,540.948216,-0.302530855,3.197583199
24323.7459,541.958091,-0.406111389,3.21881938
24324.7459,542.9580914,-0.368576974,3.214510441
24325.74592,543.9581164,-0.26860553,3.198506355
24326.74593,544.9581214,-0.103851125,3.170499325
24327.74597,545.9581653,-0.027519131,3.157880783
24328.75593,546.9681288,-0.002977401,3.153879642
24329.75596,547.9681546,0.832163215,3.004918575
24330.76609,548.9782894,1.146513939,2.946749926
24331.77596,549.9881533,1.288531065,2.918127298
24332.77597,550.9881683,1.646912575,2.850725412
24333.78589,551.9980848,1.782613873,2.822102785
24334.78608,552.9982704,1.953142762,2.787016869
24335.79594,554.0081392,0.041775163,3.124949217
24336.79599,555.0081854,-0.467826635,3.21912694
24337.806,556.0181913,-0.482443392,3.225282431
24338.80601,557.018202,-0.400878221,3.213894844
24339.80602,558.0182113,-0.265537798,3.192043304
24340.80604,559.0182336,-0.15347594,3.173884869
24341.81603,560.0282275,-0.049895413,3.156341791
24342.81604,561.028236,0.0000903,3.14803195
24343.81605,562.0282418,0.000451223,3.148339748
24344.81606,563.0282514,0.000451223,3.148955345
24345.81608,564.0282768,0.000270769,3.14987874
24346.81623,565.0284262,0.0000903,3.1501863
24347.82608,566.0382738,0.0000903,3.150801897
24348.82615,567.0383439,0.0000903,3.150801897
24349.8361,568.0482943,0.002977578,3.150801897
24350.8361,569.0482955,0.644852042,3.041235685
24351.83612,570.0483186,1.321373701,2.921205044
24352.83613,571.0483263,2.063219547,2.786709309
24353.83617,572.0483602,1.843246341,2.815639734
24354.84615,573.0583449,2.102197647,2.766088486
24355.84616,574.0583545,3.897352934,2.452162504
24356.84617,575.0583687,1.74814713,2.800558805
24357.85617,576.0683631,2.017203808,2.759009838
24358.8562,577.0683935,3.636055708,2.476168633
24359.85632,578.0685178,4.218921661,2.358292341
24360.8662,579.0783993,1.743996739,2.770705223
24361.87619,580.0883887,0.015789803,3.07693696
24362.87625,581.0884476,-0.047729965,3.100943089
24363.88621,582.0984034,-0.074076235,3.111715078
24364.88622,583.0984142,-0.415675461,3.175731421
24365.88623,584.0984272,-0.643047333,3.22097373
24366.88625,585.0984426,-0.640340567,3.225898027
24367.88626,586.0984534,-0.591618001,3.221896887
24368.89629,587.1084843,-0.697003067,3.243748665
24369.89631,588.1084997,-0.730387032,3.2532897
24370.89651,589.1087084,-0.487857014,3.214818239
24371.90633,590.1185264,-0.445811242,3.209586143
24372.90634,591.1185321,-0.372907877,3.198506355
24373.91629,592.1284857,-0.204544395,3.170807123
24374.91631,593.1285072,-0.042496804,3.143415451
24375.91632,594.1285172,0.000270769,3.136029005
24376.92632,595.1385139,0.000270769,3.136029005
24377.92634,596.1385304,0.0000903,3.136644602
24378.92635,597.1385427,0.000270769,3.136952162
24379.92637,598.1385654,0.000270769,3.137567759
24380.93636,599.1485582,0.000270769,3.138183355
24381.93642,600.1486148,0.000270769,3.138491154
24382.79636,601.00855,0.000451223,3.138798952
24382.797,1.15E-06,0,3.138798952
24383.79703,1.000040036,0.000270769,3.139414549
24384.79707,2.000076607,0.000451223,3.140029907
24385.80705,3.01005553,0.000270769,3.140645504
24386.80706,4.010064769,0.000451223,3.140953302
24387.81708,5.020084884,0.000451223,3.140953302
24388.81708,6.020084884,0.000270769,3.141876698
24389.82708,7.03008267,0.008391194,3.140953302
24390.82709,8.030094219,0.008030286,3.141261101
24391.82709,9.030100378,0.022286143,3.139414549
24392.8371,10.04010663,0.431916475,3.069550514
24393.83836,11.04136276,1.80011785,2.832259178
24394.83837,12.04137469,2.237538099,2.7457757
24395.83837,13.0413797,2.238981724,2.735311508
24396.83838,14.04138508,-0.055309031,3.121255875
24397.8384,15.04140934,1.664777517,2.838106871
24398.8484,16.05140366,2.159942865,2.742082357
24399.84841,17.05141059,1.439210057,2.85534215
24400.84859,18.0515946,1.291057467,2.882733583
24401.85842,19.06142608,1.364682674,2.868576288
24402.85844,20.0614411,1.169431567,2.899353266
24403.85845,21.06145188,1.784237981,2.792864561
24404.85857,22.06157737,1.371539831,2.856573105
24405.86846,23.07146545,0.541091084,2.999070883
24406.8685,24.07150394,-0.096632972,3.113253832
24407.87847,25.08147632,-0.096091606,3.119717121
24408.87864,26.08165032,-0.401600033,3.176039219
24409.88833,27.09133668,-0.401600033,3.180347919
24410.88849,28.0914972,-0.091399811,3.128950357
24411.8885,29.09150644,0.202740029,3.079706907
24412.88851,30.09151684,0.709274113,2.991684437
24413.88852,31.09152685,-0.012902365,3.112638474
24414.88853,32.09153147,0.206710026,3.078168154
24415.88853,33.09153686,-0.368035614,3.177577972
24416.88869,34.09169276,-0.642325521,3.22959137
24417.89855,35.10155427,-0.622295141,3.230514526
24418.90859,36.11159595,-0.573031247,3.225282431
24419.91857,37.12157564,-0.419825882,3.201276302
24420.91858,38.12158449,-0.325989872,3.186195612
24421.91859,39.12159912,-0.161596373,3.15880394
24422.92859,40.13159691,-0.02661686,3.135721207
24423.9286,41.13160846,0.0000903,3.131104708
24424.92861,42.13161654,0.000270769,3.131104708
24425.92861,43.13161924,0.000270769,3.131104708
24426.92872,44.13172356,0.0000903,3.131412506
24427.93862,45.14162241,0.000270769,3.131720066
24428.93865,46.14165205,0.000270769,3.132335663
24429.93867,47.14167092,0.000270769,3.13295126
24430.94866,48.15166216,0.000270769,3.13295126
24431.94867,49.15167217,0.012902541,3.131104708
24432.94868,50.15168487,1.263448,2.914433956
24433.95869,51.1616919,1.408713341,2.882118225
24434.95869,52.16169729,1.027594805,2.942749023
24435.95869,53.16169767,1.505256176,2.8574965
24436.95883,54.1618351,2.285358429,2.715921879
24437.95885,55.16185474,2.248004436,2.712844133
24438.96872,56.1717251,1.456894636,2.843338966
24439.96873,57.17173395,2.206861019,2.710997581
24440.96874,58.17174127,2.564159632,2.641133785
24441.96874,59.17175012,2.499015808,2.643288136
24442.96875,60.17175975,1.978225827,2.727001667
24443.96876,61.17176552,1.28239572,2.845801115
24444.96877,62.17177515,1.817621946,2.753162146
24445.96878,63.17178477,1.728297234,2.763934135
24446.97879,64.18179064,1.885653019,2.733157158
24447.9788,65.18180411,1.598731399,2.778707266
24448.9788,66.18180604,1.465556383,2.799943447
24449.97883,67.1818353,1.133160353,2.856880903
24450.97883,68.18183953,0.142468438,3.030463696
24451.98885,69.19185079,0.501391232,2.974141598
24452.99884,70.20184126,0.050436951,3.054162025
24454.00007,71.20307467,-0.069925793,3.079706907
24455.01008,72.21308362,-0.070467159,3.083400249
24456.01023,73.2132403,0.210138649,3.037234545
24457.02012,74.2231303,0.558956027,2.976911545
24458.02014,75.22314146,0.210138649,3.03631115
24459.03009,76.23309421,-0.071369424,3.08770895
24460.03014,77.23314425,-0.205807582,3.113869429
24461.03015,78.23315157,0.10367085,3.062471867
24462.03016,79.23316581,0.268244803,3.034464598
24463.04016,80.24316552,0.266981632,3.034464598
24464.04017,81.24317553,0.433179647,3.005534172
24465.04018,82.24318785,0.435525566,3.004303217
24466.04019,83.24319286,0.776763856,2.943979979
24467.04034,84.24334722,1.136408448,2.878424883
24468.0502,85.25320873,1.704657793,2.774090528
24469.05021,86.25321797,2.139371157,2.690376997
24470.05022,87.25322298,2.325238705,2.649443388
24471.05023,88.25323568,2.219312191,2.659600019
24472.05023,89.25323992,2.197296858,2.656522274
24473.05024,90.25324954,2.488008022,2.598661423
24474.05025,91.25326032,2.691740513,2.55434227
24475.05026,92.25326455,2.342923164,2.606971025
24476.05029,93.25329266,2.416548491,2.588504791
24477.05043,94.25343317,1.790553808,2.692531347
24478.06031,95.263312,0.89857024,2.849186659
24479.07051,96.27351536,0.788312912,2.87257719
24480.08031,97.28331643,0.219522253,2.976295948
24481.08031,98.28331835,-0.530624568,3.113869429
24482.08033,99.2833376,-0.387524635,3.097865343
24483.09032,100.2933304,-0.350170702,3.096634388
24484.09035,101.2933558,-0.217897981,3.077860355
24485.10036,102.3033663,-0.217897981,3.080938101
24486.10038,103.303384,-0.310109913,3.100327492
24487.11032,104.3133275,-0.366050631,3.112946272
24488.11037,105.313371,-0.331223041,3.110176325
24489.12037,106.3233773,-0.353960216,3.116947174
24490.12038,107.323383,-0.29278636,3.108945131
24491.1204,108.3234042,-0.341508895,3.119717121
24492.1304,109.3334035,-0.30812493,3.116023779
24493.13041,110.333412,-0.326170325,3.121255875
24494.13041,111.3334158,-0.270770967,3.11356163
24495.13042,112.3334243,-0.310831726,3.122487068
24496.13043,113.3334332,-0.43390128,3.1458776
24497.14044,114.3434417,-0.534775019,3.166190386
24498.14045,115.3434529,-0.388787836,3.143107653
24499.14046,116.3434614,-0.148242787,3.102481842
24500.14046,117.3434679,-0.144814163,3.102174282
24501.15054,118.3535435,-0.176934958,3.108637333
24502.16047,119.3634804,-0.766116917,3.213894844
24503.16049,120.3634912,-0.663799524,3.200045347
24504.16049,121.363497,-0.439134449,3.163112879
24505.17049,122.3734998,-0.320756704,3.143107653
24506.17051,123.3735175,-0.246229246,3.131104708
24507.17052,124.3735221,-0.137596011,3.112638474
24508.17052,125.3735275,-0.046647243,3.096634388
24509.17053,126.373536,-0.009112833,3.090171099
24510.17054,127.3735429,-0.003699217,3.088940144
24511.17055,128.373556,0.0000903,3.088632345
24512.17056,129.3735637,0.000270769,3.088632345
24513.18057,130.3835788,0.0000903,3.088940144
24514.19057,131.3935769,0.000270769,3.088940144
24515.19059,132.393592,0.000270769,3.088940144
24516.19059,133.393597,0.000270769,3.089247704
24517.19075,134.3937521,0.000270769,3.089247704
24518.20061,135.4036179,0.000270769,3.0898633
