t [s],Step_Time(s),I [A],V [V]
8601.212333,51.12056705,0.825125515,3.133874655
8602.213313,52.12154908,0.825125515,3.133566856
8603.213413,53.12164378,0.825125515,3.13295126
8604.216593,54.12482855,0.825125515,3.132643461
8605.226603,55.13483634,0.824945033,3.132335663
8606.227513,56.13574793,0.825125515,3.131720066
8607.229673,57.13790563,-0.412246823,3.34346652
8608.232623,58.14086135,-0.412246823,3.346851826
8609.233753,59.14198581,-0.412246823,3.348390818
8610.235843,60.14407307,-0.412427276,3.349313974
8611.245833,61.15406392,-0.412246823,3.350545168
8612.246863,62.15509985,-0.412246823,3.351160765
8613.250003,63.15823381,-0.412427276,3.35239172
8614.252923,64.16116181,-0.412246823,3.353007317
8615.255153,65.16338995,0.000270769,3.283143282
8616.256153,66.16439085,0.000270769,3.283143282
8617.259113,67.16734926,0.000451223,3.282835484
8618.259223,68.1674559,0.000631677,3.282527924
8619.262293,69.17053173,0.000451223,3.283143282
8620.263263,70.1714922,0.000270769,3.28345108
8621.266313,71.17454647,0.000451223,3.28345108
8622.268363,72.17659869,0.000451223,3.28345108
8623.269363,73.17760151,0.000451223,3.283758879
8624.271473,74.17970724,0.0000903,3.284066677
8625.271643,75.17988085,0.000451223,3.284066677
8626.272563,76.18079475,0.0000903,3.284682274
8627.272693,77.18092718,0.0000903,3.284682274
8628.273663,78.18189612,0.000270769,3.284682274
8629.273663,79.18189766,0.000270769,3.284990072
8630.275753,80.18398837,0.000270769,3.284990072
8631.277813,81.18604521,0.412788361,3.213894844
8632.277963,82.18619265,0.412788361,3.213279486
8633.287993,83.19622393,0.412607908,3.212663889
8634.288953,84.19718941,0.412607908,3.212356091
8635.291083,85.19931901,0.412607908,3.212048292
8636.301163,86.20939571,0.412788361,3.211740494
8637.311143,87.21938041,0.412607908,3.211432695
8638.313223,88.22146034,0.412788361,3.211125135
8639.315213,89.22344212,0.412788361,3.211125135
8640.317293,90.22552205,0.412788361,3.210817337
8641.319663,91.22789648,0.412788361,3.209893942
8642.321363,92.22959878,0.412607908,3.21020174
8643.323473,93.23170374,0.412788361,3.209893942
8644.323473,94.23170527,0.412607908,3.209893942
8645.326513,95.23474723,0.412607908,3.209893942
8646.328593,96.23683063,0.412607908,3.209586143
8647.329693,97.23792584,0.412788361,3.209586143
8648.331653,98.23988413,0.412607908,3.209278345
8649.333753,99.24198755,0.412788361,3.209278345
8650.335893,100.2441295,0.412788361,3.208970547
8651.336903,101.2451369,0.412607908,3.208662748
8652.337883,102.2461155,0.412788361,3.208662748
8653.338063,103.2463018,0.412607908,3.208662748
8654.348033,104.2562676,0.412427455,3.208355188
8655.349043,105.2572751,0.824945033,3.13725996
8656.351053,106.2592842,0.825305939,3.136029005
8657.352103,107.2603382,0.825305939,3.13510561
8658.353163,108.2613934,0.825125515,3.134490013
8659.354163,109.2624008,0.825125515,3.134182453
8660.356283,110.2645162,0.825125515,3.133566856
8661.359283,111.2675177,0.825125515,3.13295126
8662.361413,112.2696511,0.824945033,3.132643461
8663.363403,113.2716398,0.824945033,3.132335663
8664.365433,114.2736624,0.825125515,3.131720066
8665.366523,115.2747549,0.825125515,3.131104708
8666.367563,116.2757943,0.825125515,3.130796909
8667.367593,117.2758255,-0.412246823,3.34377408
8668.368733,118.2769665,-0.41206637,3.346236467
8669.369743,119.2779736,-0.412246823,3.347775221
8670.371813,120.2800454,-0.412427276,3.349313974
8671.371843,121.2800797,-0.412246823,3.35023737
8672.371913,122.2801486,-0.412246823,3.351160765
8673.372923,123.2811518,-0.412427276,3.352083921
8674.373963,124.2821923,-0.412246823,3.352699518
8675.375963,125.2842018,0.412607908,3.211432695
8676.377223,126.2854572,0.412788361,3.209893942
8677.378113,127.2863437,0.412607908,3.209893942
8678.378333,128.286567,0.412607908,3.209278345
8679.380213,129.2884499,0.412788361,3.208970547
8680.381233,130.2894654,0.412607908,3.208970547
8681.383343,131.2915777,0.412607908,3.208662748
8682.385343,132.2935741,0.412607908,3.208355188
8683.387463,133.2956983,0.412607908,3.208662748
8684.388433,134.2966688,0.412607908,3.208355188
8685.389553,135.2977855,0.412607908,3.207739592
8686.390513,136.2987464,0.412788361,3.207739592
8687.392703,137.3009329,0.412607908,3.207739592
8688.394613,138.3028474,0.412607908,3.207431793
8689.395723,139.303958,0.412607908,3.207431793
8690.396703,140.3049411,0.412607908,3.207123995
8691.396813,141.305042,0.412427455,3.207431793
8692.398903,142.3071346,0.412607908,3.207123995
8693.401913,143.3101481,0.412788361,3.206816196
8694.405023,144.313259,0.412607908,3.207123995
8695.406063,145.3142964,0.412607908,3.206816196
8696.407053,146.31529,0.412607908,3.206816196
8697.407103,147.3153327,0.412788361,3.206508398
8698.407203,148.3154417,0.412788361,3.206508398
8699.408283,149.3165134,0.412607908,3.206816196
8700.410263,150.318499,0.412968814,3.2062006
8701.411323,151.3195577,0.412607908,3.2062006
8702.414363,152.3225927,0.412788361,3.2062006
8703.417413,153.3256435,0.412968814,3.205892801
8704.418273,154.3265074,0.412607908,3.2062006
8705.419523,155.3277535,0.412788361,3.205892801
8706.422593,156.3308251,0.412788361,3.205892801
8707.422623,157.3308593,0.412788361,3.205892801
8708.424663,158.3329015,0.412788361,3.205585241
8709.425833,159.3340626,0.412788361,3.205585241
8710.435763,160.3439995,0.412607908,3.205892801
8711.436813,161.3450416,0.412427455,3.205585241
8712.438993,162.3472278,0.412788361,3.205585241
8713.448943,163.357174,0.412607908,3.205585241
8714.452983,164.3612207,0.412607908,3.205277443
8715.454283,165.362513,0.412427455,3.205585241
8716.457163,166.3654014,0.412607908,3.205585241
8717.458133,167.366368,0.412607908,3.205585241
8718.459313,168.3675502,0.412788361,3.205277443
8719.463163,169.3714002,0.824945033,3.133874655
8720.464213,170.3724477,0.825125515,3.13295126
8721.467393,171.375624,0.825125515,3.132335663
8722.468363,172.3765952,0.824945033,3.131720066
8723.470423,173.378659,0.825305939,3.131104708
8724.471533,174.3797708,0.825305939,3.130796909
8725.474553,175.3827881,0.825125515,3.130181313
8726.484853,176.3930915,0.825125515,3.129873514
8727.485643,177.3938726,0.825125515,3.129565716
8728.485663,178.3938992,0.825125515,3.129565716
8729.485903,179.3941398,0.825125515,3.128950357
8730.487863,180.396098,0.825125515,3.128642559
8731.488843,181.3970735,-0.412427276,3.342543125
8732.489943,182.3981784,-0.412246823,3.344389677
8733.491993,183.4002244,-0.41206637,3.345928669
8734.492973,184.4012045,-0.412246823,3.347159624
8735.496143,185.4043774,-0.412427276,3.348083019
8736.498183,186.406413,-0.412246823,3.349313974
8737.499163,187.4073916,-0.412427276,3.35023737
8738.504183,188.412418,-0.412246823,3.350852966
8739.504343,189.412577,0.000270769,3.280988932
8740.505333,190.413571,0.000270769,3.280681133
8741.507413,191.4156436,0.000270769,3.280988932
8742.508363,192.4165956,0.000270769,3.280988932
8743.509363,193.4175938,0.000270769,3.280988932
8744.509603,194.4178375,0.000270769,3.281604528
8745.510533,195.4187622,0.000451223,3.28129673
8746.511593,196.4198247,0.000270769,3.281604528
8747.511643,197.4198728,0.000270769,3.281912327
8748.513693,198.4219227,0.000451223,3.281912327
8749.516043,199.4242725,0.000270769,3.282527924
8750.518703,200.4269418,0.000270769,3.282527924
8751.518873,201.4271112,0.000270769,3.282835484
8752.521973,202.4302043,0.000270769,3.283143282
8753.522923,203.4311609,0.000270769,3.283143282
8754.524013,204.4322473,0.000451223,3.28345108
8755.528043,205.4362786,0.412788361,3.212048292
8756.534063,206.4422997,0.412788361,3.211432695
8757.535133,207.4433634,0.412607908,3.211125135
8758.539253,208.4474875,0.412607908,3.210509539
8759.540233,209.4484637,0.412788361,3.21020174
8760.542303,210.4505394,0.412788361,3.209893942
8761.543263,211.4515011,0.412607908,3.209893942
8762.544363,212.452597,0.412607908,3.209586143
8763.546373,213.4546088,0.412968814,3.209278345
8764.550463,214.4586986,0.412607908,3.209278345
8765.550553,215.4587891,0.412607908,3.208970547
8766.550563,216.4587945,0.412607908,3.208662748
8767.551743,217.4599759,0.412607908,3.208662748
8768.555743,218.4639803,0.412607908,3.208662748
8769.557673,219.4659016,0.412607908,3.20804739
8770.560773,220.4690079,0.412427455,3.20804739
8771.560833,221.4690668,0.412607908,3.20804739
8772.562953,222.4711883,0.412607908,3.207739592
8773.572963,223.4811945,0.412607908,3.207739592
8774.572963,224.481198,0.412788361,3.207431793
8775.574083,225.4823136,0.412607908,3.207431793
8776.576053,226.4842896,0.412607908,3.207431793
8777.577113,227.4853425,0.412788361,3.207123995
8778.580173,228.4884052,0.412788361,3.207123995
8779.581273,229.489502,0.412607908,3.207123995
8780.582403,230.4906403,0.412788361,3.206816196
8781.583383,231.4916127,0.412788361,3.206816196
8782.587343,232.4955778,0.412607908,3.206508398
8783.588433,233.4966645,0.412788361,3.2062006
8784.598463,234.5066946,0.412788361,3.206508398
8785.600523,235.5087526,0.412607908,3.206508398
8786.602763,236.5109943,0.412788361,3.2062006
8787.604613,237.5128498,0.412607908,3.2062006
8788.606653,238.5148847,0.412788361,3.205892801
8789.606813,239.5150486,0.412607908,3.205892801
8790.608763,240.5169919,0.412788361,3.2062006
8791.611913,241.520144,3.299328804,2.705457687
8792.621863,242.5300936,3.299328804,2.699917793
8793.621973,243.530206,3.299148321,2.695916891
8794.622983,244.531217,3.299148321,2.692223549
8795.628053,245.5362846,3.299148321,2.689145803
8796.630043,246.5382771,3.299148321,2.686375856
8797.631413,247.5396499,3.299328804,2.683605909
8798.633133,248.5413687,3.299148321,2.681451559
8799.635213,249.5434448,2.062136889,2.893505573
8800.635403,250.5436331,2.062136889,2.893813372
8801.645323,251.5535585,2.061956406,2.893505573
8802.645353,252.5535916,2.062136889,2.892582417
8803.645513,253.5537425,2.062136889,2.892274618
8804.645603,254.5538333,2.062136889,2.891351223
8805.648483,255.5567151,2.062136889,2.890735626
8806.651603,256.5598383,2.061956406,2.890120268
8807.651623,257.5598556,2.061956406,2.889504671
8808.653633,258.5618617,2.062136889,2.888581276
8809.654733,259.5629623,2.062136889,2.888273478
8810.654763,260.5629973,2.061956406,2.887350321
8811.655783,261.5640163,2.062136889,2.886734724
8812.656863,262.5650949,2.061956406,2.886119127
8813.659913,263.5681492,2.062136889,2.885503531
8814.661553,264.5697899,2.062136889,2.884888172
8815.665103,265.5733389,2.062136889,2.884272575
8816.666163,266.5743963,2.061956406,2.883964777
8817.667083,267.5753122,2.062136889,2.883656979
8818.667173,268.5754049,2.062136889,2.883041382
8819.667313,269.5755497,2.062136889,2.882425785
8820.667513,270.5757468,2.061956406,2.882118225
8821.668513,271.5767454,2.061956406,2.881810427
8822.671383,272.5796164,2.062136889,2.88119483
8823.671553,273.5797854,-0.824764431,3.382245541
8824.673523,274.5817552,-0.824944854,3.38686204
8825.683703,275.5919343,-0.824764431,3.390247583
8826.685793,276.594032,-0.824764431,3.392709732
8827.688693,277.5969242,-0.824944854,3.395479679
8828.689843,278.5980767,-0.824764431,3.397634029
8829.690903,279.5991354,-0.824583948,3.399480581
8830.695993,280.6042238,-0.824944854,3.40163517
8831.705813,281.6140426,0.825125515,3.116947174
8832.705873,282.6141053,0.824945033,3.116331577
8833.707913,283.616146,0.824945033,3.115716219
8834.709063,284.6172943,0.825125515,3.115100622
8835.711013,285.6192464,0.825486422,3.114792824
8836.711063,286.6192953,0.825125515,3.115100622
8837.711233,287.619467,0.825125515,3.114792824
8838.712163,288.6203952,0.825305939,3.114485025
